,title,REVISADO (bibtex citation),Google link,Taxonomy,Systematic,Mexico,Morphology,First gen.,Second gen.,Third gen.,Nuclear info,Chloroplast info,Parsimony,Maximum likelihood,Bayesian,MSC
2371,Comparative transcriptome analysis reveals convergent evolution of desiccation tolerance in Selaginella species,,https://scholar.google.com/scholar?&q=Comparative+transcriptome+analysis+reveals+convergent+evolution+of+desiccation+tolerance+in+Selaginella+species,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2376,Comparision of phylogenetic hypotheses among different data sets in dwarf dandelions (Krigia): additional information from internal transcribed spacer sequences of nuclear ribosomal DNA,,https://scholar.google.com/scholar?&q=Comparision+of+phylogenetic+hypotheses+among+different+data+sets+in+dwarf+dandelions+%28Krigia%29%3A+additional+information+from+internal+transcribed+spacer+sequences+of+nuclear+ribosomal+DNA,?,Auto,?,?,Auto,?,?,Auto,?,?,?,?,?
2377,Comparison and evolutionary analysis of closely related plant mitochondrial genomes: five maize mitochondrial genomes,,https://scholar.google.com/scholar?&q=Comparison+and+evolutionary+analysis+of+closely+related+plant+mitochondrial+genomes%3A+five+maize+mitochondrial+genomes,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2384,Comparison of methods for rooting phylogenetic trees: a case study using Orcuttieae (Poaceae: Chloridoideae),,https://scholar.google.com/scholar?&q=Comparison+of+methods+for+rooting+phylogenetic+trees%3A+a+case+study+using+Orcuttieae+%28Poaceae%3A+Chloridoideae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2385,Comparison of molecular evolutionary processes between sister lineages at functional loci,,https://scholar.google.com/scholar?&q=Comparison+of+molecular+evolutionary+processes+between+sister+lineages+at+functional+loci,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2386,Comparison of nine noncoding chloroplast regions for phylogenetic inference at the infrageneric level,,https://scholar.google.com/scholar?&q=Comparison+of+nine+noncoding+chloroplast+regions+for+phylogenetic+inference+at+the+infrageneric+level,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
2387,"Comparison of nuclear, plastid, and mitochondrial phylogenies and the origin of wild octoploid strawberry species",,https://scholar.google.com/scholar?&q=Comparison+of+nuclear%2C+plastid%2C+and+mitochondrial+phylogenies+and+the+origin+of+wild+octoploid+strawberry+species,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
2390,Comparison of regions coding for tRNA(His) genes of mitochondrial and chloroplast DNA in sunflower: a proposal concerning the classification of 'CP-like' tRNA genes,,https://scholar.google.com/scholar?&q=Comparison+of+regions+coding+for+tRNA%28His%29+genes+of+mitochondrial+and+chloroplast+DNA+in+sunflower%3A+a+proposal+concerning+the+classification+of+%27CP-like%27+tRNA+genes,Auto,?,?,?,?,?,?,?,Auto,?,?,?,?
2394,"Comparison of the evolution of ribulose-1, 5-biphosphate carboxylase (rbcL) and atpB-rbcL noncoding spacer sequences in a recent plant group, the tribe Rubieae (Rubiaceae)",,https://scholar.google.com/scholar?&q=Comparison+of+the+evolution+of+ribulose-1%2C+5-biphosphate+carboxylase+%28rbcL%29+and+atpB-rbcL+noncoding+spacer+sequences+in+a+recent+plant+group%2C+the+tribe+Rubieae+%28Rubiaceae%29,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
2398,Comparitive study of molecular phylogeny of different species of Solanaceae,,https://scholar.google.com/scholar?&q=Comparitive+study+of+molecular+phylogeny+of+different+species+of+Solanaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2401,"Complementary description and phylogenetic position of Cycas hongheensis (Cycadaceae) from Yunnan, China",,https://scholar.google.com/scholar?&q=Complementary+description+and+phylogenetic+position+of+Cycas+hongheensis+%28Cycadaceae%29+from+Yunnan%2C+China,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2431,"Complete chloroplast genome sequence of the avocado: gene organization, comparative analysis, and phylogenetic relationships with other Lauraceae",,https://scholar.google.com/scholar?&q=Complete+chloroplast+genome+sequence+of+the+avocado%3A+gene+organization%2C+comparative+analysis%2C+and+phylogenetic+relationships+with+other+Lauraceae,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
2437,"Complete chloroplast genomes of four Physalis species (Solanaceae): lights into genome structure, comparative analysis, and phylogenetic relationships",,https://scholar.google.com/scholar?&q=Complete+chloroplast+genomes+of+four+Physalis+species+%28Solanaceae%29%3A+lights+into+genome+structure%2C+comparative+analysis%2C+and+phylogenetic+relationships,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
2438,Complete chloroplast genomes of halophyte genus Salicornia and phylogenetic relationship with other plants,,https://scholar.google.com/scholar?&q=Complete+chloroplast+genomes+of+halophyte+genus+Salicornia+and+phylogenetic+relationship+with+other+plants,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
2439,"Complete chloroplast genomes shed light on phylogenetic relationships, divergence time, and biogeography of Allioideae (Amaryllidaceae)",,https://scholar.google.com/scholar?&q=Complete+chloroplast+genomes+shed+light+on+phylogenetic+relationships%2C+divergence+time%2C+and+biogeography+of+Allioideae+%28Amaryllidaceae%29,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
2442,Complete congruence between morphological and rbcL-based molecular phylogenies in birches and related species (Betulaceae),,https://scholar.google.com/scholar?&q=Complete+congruence+between+morphological+and+rbcL-based+molecular+phylogenies+in+birches+and+related+species+%28Betulaceae%29,?,Auto,?,Auto,Auto,?,?,?,Auto,?,?,?,?
2443,Complete genomic congruence but non-monophyly of Cymodocea (Cymodoceaceae) - a small group of seagrasses,,https://scholar.google.com/scholar?&q=Complete+genomic+congruence+but+non-monophyly+of+Cymodocea+%28Cymodoceaceae%29+-+a+small+group+of+seagrasses,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2451,Complete plastid genome of Suriana maritima L. (Surianaceae) and its implications in phylogenetic reconstruction of Fabales,,https://scholar.google.com/scholar?&q=Complete+plastid+genome+of+Suriana+maritima+L.+%28Surianaceae%29+and+its+implications+in+phylogenetic+reconstruction+of+Fabales,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2453,"Complete plastid genome sequences of Barclaya kunstleri, Euryale ferox, and Victoria cruziana: implications for generic phylogeny and plastid genome evolution of water lily family Nymphaeaceae",,https://scholar.google.com/scholar?&q=Complete+plastid+genome+sequences+of+Barclaya+kunstleri%2C+Euryale+ferox%2C+and+Victoria+cruziana%3A+implications+for+generic+phylogeny+and+plastid+genome+evolution+of+water+lily+family+Nymphaeaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2454,"Complete plastid genome sequences of Drimys, Liriodendron, and Piper: implications for the phylogenetic relationships of magnoliids",,https://scholar.google.com/scholar?&q=Complete+plastid+genome+sequences+of+Drimys%2C+Liriodendron%2C+and+Piper%3A+implications+for+the+phylogenetic+relationships+of+magnoliids,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2460,Complete plastomes of 17 species of maples (Sapindaceae: Acer): comparative analyses and phylogenomic implications,,https://scholar.google.com/scholar?&q=Complete+plastomes+of+17+species+of+maples+%28Sapindaceae%3A+Acer%29%3A+comparative+analyses+and+phylogenomic+implications,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2465,Complex biogeographic patterns in Androsace (Primulaceae) and related genera: evidence from phylogenetic analyses of nuclear internal transcribed spacer and plastid trnL-F sequences,,https://scholar.google.com/scholar?&q=Complex+biogeographic+patterns+in+Androsace+%28Primulaceae%29+and+related+genera%3A+evidence+from+phylogenetic+analyses+of+nuclear+internal+transcribed+spacer+and+plastid+trnL-F+sequences,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
2466,Complex evolutionary history of the white-rayed species of Melampodium (Asteraceae),,https://scholar.google.com/scholar?&q=Complex+evolutionary+history+of+the+white-rayed+species+of+Melampodium+%28Asteraceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2467,"Complex evolutionary history of two ecologically significant grass genera, Themeda and Heteropogon (Poaceae: Panicoideae: Andropogoneae)",,https://scholar.google.com/scholar?&q=Complex+evolutionary+history+of+two+ecologically+significant+grass+genera%2C+Themeda+and+Heteropogon+%28Poaceae%3A+Panicoideae%3A+Andropogoneae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2469,"Complex patterns of reticulate evolution in opportunistic weeds (Potentilla L., Rosaceae), as revealed by low-copy nuclear markers",,https://scholar.google.com/scholar?&q=Complex+patterns+of+reticulate+evolution+in+opportunistic+weeds+%28Potentilla+L.%2C+Rosaceae%29%2C+as+revealed+by+low-copy+nuclear+markers,?,Auto,?,?,Auto,?,?,Auto,?,?,?,?,?
2472,"Complex transitions between C3 and C4 photosynthesis during the evolution of Paniceae: a phylogenetic case study emphasizing the position of Steinchisma hians (Poaceae), a C3 - C4 intermediate",,https://scholar.google.com/scholar?&q=Complex+transitions+between+C3+and+C4+photosynthesis+during+the+evolution+of+Paniceae%3A+a+phylogenetic+case+study+emphasizing+the+position+of+Steinchisma+hians+%28Poaceae%29%2C+a+C3+-+C4+intermediate,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2481,Comprehensive phylogenetic analyses of the Ruppia maritima complex focusing on taxa from the Mediterranean,,https://scholar.google.com/scholar?&q=Comprehensive+phylogenetic+analyses+of+the+Ruppia+maritima+complex+focusing+on+taxa+from+the+Mediterranean,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2485,Conflicting phylogenetic signals in genomic data of the coffee family (Rubiaceae),,https://scholar.google.com/scholar?&q=Conflicting+phylogenetic+signals+in+genomic+data+of+the+coffee+family+%28Rubiaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2486,Conflicting phylogenies of Larix (Pinaceae) based on cytoplasmic and nuclear DNA,,https://scholar.google.com/scholar?&q=Conflicting+phylogenies+of+Larix+%28Pinaceae%29+based+on+cytoplasmic+and+nuclear+DNA,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
2487,Conflicting phylogenomic signals reveal a pattern of reticulate evolution in a recent high-Andean diversification (Asteraceae: Astereae: Diplostephium),,https://scholar.google.com/scholar?&q=Conflicting+phylogenomic+signals+reveal+a+pattern+of+reticulate+evolution+in+a+recent+high-Andean+diversification+%28Asteraceae%3A+Astereae%3A+Diplostephium%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2488,Conflicting results from mitochondrial genomic data challenge current views of Rubiaceae phylogeny,,https://scholar.google.com/scholar?&q=Conflicting+results+from+mitochondrial+genomic+data+challenge+current+views+of+Rubiaceae+phylogeny,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2491,"Congruence of a phylogeny of Cordiaceae (Boraginales) inferred from ITS1 sequence data with morphology, ecology, and biogeography",,https://scholar.google.com/scholar?&q=Congruence+of+a+phylogeny+of+Cordiaceae+%28Boraginales%29+inferred+from+ITS1+sequence+data+with+morphology%2C+ecology%2C+and+biogeography,?,Auto,?,Auto,Auto,?,?,Auto,?,?,?,?,?
2492,"Congruence, Conflict, and Polyploidization Shown by Nuclear and Chloroplast Markers in the Monophyletic 'Bristle Clade' (Paniceae, Panicoideae, Poaceae)",,https://scholar.google.com/scholar?&q=Congruence%2C+Conflict%2C+and+Polyploidization+Shown+by+Nuclear+and+Chloroplast+Markers+in+the+Monophyletic+%27Bristle+Clade%27+%28Paniceae%2C+Panicoideae%2C+Poaceae%29,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
2507,Conservation of the organization of the mitochondrial nad3 and rps12 genes in evolutionarily distant angiosperms,,https://scholar.google.com/scholar?&q=Conservation+of+the+organization+of+the+mitochondrial+nad3+and+rps12+genes+in+evolutionarily+distant+angiosperms,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2527,Continental-scale diversification patterns in a megadiverse genus: the biogeography of Neotropical Begonia,,https://scholar.google.com/scholar?&q=Continental-scale+diversification+patterns+in+a+megadiverse+genus%3A+the+biogeography+of+Neotropical+Begonia,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2531,Contrasting Patterns of Nucleotide Substitution Rates Provide Insight into Dynamic Evolution of Plastid and Mitochondrial Genomes of Geranium,,https://scholar.google.com/scholar?&q=Contrasting+Patterns+of+Nucleotide+Substitution+Rates+Provide+Insight+into+Dynamic+Evolution+of+Plastid+and+Mitochondrial+Genomes+of+Geranium,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2533,Contrasting biogeographic and diversification patterns in two mediterranean-type ecosystems,,https://scholar.google.com/scholar?&q=Contrasting+biogeographic+and+diversification+patterns+in+two+mediterranean-type+ecosystems,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2536,Contrasting evolutionary patterns of the Rp1 resistance gene family in different species of poaceae,,https://scholar.google.com/scholar?&q=Contrasting+evolutionary+patterns+of+the+Rp1+resistance+gene+family+in+different+species+of+poaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2539,"Contrasting patterns of diversification between Amazonian and Atlantic forest clades of Neotropical lianas (Amphilophium, Bignonieae) inferred from plastid genomic data",,https://scholar.google.com/scholar?&q=Contrasting+patterns+of+diversification+between+Amazonian+and+Atlantic+forest+clades+of+Neotropical+lianas+%28Amphilophium%2C+Bignonieae%29+inferred+from+plastid+genomic+data,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2542,Contribution of WUSCHEL-related homeobox (WOX) genes to identify the phylogenetic relationships among Petunia species,,https://scholar.google.com/scholar?&q=Contribution+of+WUSCHEL-related+homeobox+%28WOX%29+genes+to+identify+the+phylogenetic+relationships+among+Petunia+species,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2543,Contribution to taxonomy of the genus Elleanthus C. Presl section Elleanthus (Orchidaceae),,https://scholar.google.com/scholar?&q=Contribution+to+taxonomy+of+the+genus+Elleanthus+C.+Presl+section+Elleanthus+%28Orchidaceae%29,Auto,?,?,?,?,?,?,?,?,?,?,?,?
2547,Convergence and coevolution in a mutualism: evidence from a molecular phylogeny of Ficus,,https://scholar.google.com/scholar?&q=Convergence+and+coevolution+in+a+mutualism%3A+evidence+from+a+molecular+phylogeny+of+Ficus,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2549,Convergence or reticulation? Mosaic evolution in the canalized American Amaryllidaceae,,https://scholar.google.com/scholar?&q=Convergence+or+reticulation%3F+Mosaic+evolution+in+the+canalized+American+Amaryllidaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2550,Convergent Evolution of Endosymbiont Differentiation in Dalbergioid and Inverted Repeat-Lacking Clade Legumes Mediated by Nodule-Specific Cysteine-Rich Peptides,,https://scholar.google.com/scholar?&q=Convergent+Evolution+of+Endosymbiont+Differentiation+in+Dalbergioid+and+Inverted+Repeat-Lacking+Clade+Legumes+Mediated+by+Nodule-Specific+Cysteine-Rich+Peptides,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2551,Convergent evolution of a complex fruit structure in the tribe Brassiceae (Brassicaceae),,https://scholar.google.com/scholar?&q=Convergent+evolution+of+a+complex+fruit+structure+in+the+tribe+Brassiceae+%28Brassicaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2552,Convergent evolution of fern-specific mitochondrial group II intron atp1i361g2 and its ancient source paralogue rps3i249g2 and independent losses of intron and RNA editing among Pteridaceae,,https://scholar.google.com/scholar?&q=Convergent+evolution+of+fern-specific+mitochondrial+group+II+intron+atp1i361g2+and+its+ancient+source+paralogue+rps3i249g2+and+independent+losses+of+intron+and+RNA+editing+among+Pteridaceae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2553,Convergent evolution of floral signals underlies the success of Neotropical orchids,,https://scholar.google.com/scholar?&q=Convergent+evolution+of+floral+signals+underlies+the+success+of+Neotropical+orchids,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2554,Convergent evolution of resistance against Tobacco mosaic virus in Nicotiana species,,https://scholar.google.com/scholar?&q=Convergent+evolution+of+resistance+against+Tobacco+mosaic+virus+in+Nicotiana+species,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2555,Convergent evolution of two miRNAs targeting AGL17-like MADS-box genes in plants,,https://scholar.google.com/scholar?&q=Convergent+evolution+of+two+miRNAs+targeting+AGL17-like+MADS-box+genes+in+plants,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2556,Convergent phylogenetic and functional responses to altered fire regimes in mesic savanna grasslands of North America and South Africa,,https://scholar.google.com/scholar?&q=Convergent+phylogenetic+and+functional+responses+to+altered+fire+regimes+in+mesic+savanna+grasslands+of+North+America+and+South+Africa,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2557,Convergent plastome evolution and gene loss in holoparasitic Lennoaceae (Boraginales),,https://scholar.google.com/scholar?&q=Convergent+plastome+evolution+and+gene+loss+in+holoparasitic+Lennoaceae+%28Boraginales%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2558,Coordinated Rates of Evolution between Interacting Plastid and Nuclear Genes in Geraniaceae,,https://scholar.google.com/scholar?&q=Coordinated+Rates+of+Evolution+between+Interacting+Plastid+and+Nuclear+Genes+in+Geraniaceae,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
2562,Copalchi complex quality control: DNA barcoding associated with chemical analysis,,https://scholar.google.com/scholar?&q=Copalchi+complex+quality+control%3A+DNA+barcoding+associated+with+chemical+analysis,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2565,Copy number variation of the chalcone synthase gene in the context of Brassicaceae evolution,,https://scholar.google.com/scholar?&q=Copy+number+variation+of+the+chalcone+synthase+gene+in+the+context+of+Brassicaceae+evolution,?,Auto,?,?,?,?,?,?,?,?,?,?,?
2568,"Coreopsis bakeri (Asteraceae; Coreopsideae), a new species from Florida, USA",,https://scholar.google.com/scholar?&q=Coreopsis+bakeri+%28Asteraceae%3B+Coreopsideae%29%2C+a+new+species+from+Florida%2C+USA,Auto,?,?,?,?,?,?,?,?,?,?,?,?
2569,"Coreopsis section Pseudoagarista (Asteraceae: Coreopsideae): Molecular phylogeny, chromosome numbers, and comments ontaxonomy and distribution",,https://scholar.google.com/scholar?&q=Coreopsis+section+Pseudoagarista+%28Asteraceae%3A+Coreopsideae%29%3A+Molecular+phylogeny%2C+chromosome+numbers%2C+and+comments+ontaxonomy+and+distribution,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
